File,First Commit Message,First Commit Date,Last Commit Message,Last Commit Date,Number,Title,Author,Status
eip-5539.md,"Add EIP-5539: Revocation List Registry (#5539)

* add Revocation List Registry to EIPS

Signed-off-by: Lauritz Leifermann <lauritz.leifermann@spherity.com>

* fix category & move definitions section to specification

Signed-off-by: Lauritz Leifermann <lauritz.leifermann@spherity.com>

* pull request review

Signed-off-by: Lauritz Leifermann <lauritz.leifermann@spherity.com>

* chore: add discussion link

* chore: reflect newest changes to functions, events, and fix link issue

* chore: fix links for nonce and signed hash

* chore: add signer addresses to signed methods

* chore: remove old batch event

* chore: missing comma

Signed-off-by: Lauritz Leifermann <lauritz.leifermann@spherity.com>
Co-authored-by: Dennis von der Bey <dennis@vonderbey.eu>
Co-authored-by: Philipp Bolte <philipp.bolte@spherity.com>
Co-authored-by: Philipp Bolte <philipp.bukkit@gmail.com>",2022-09-15 13:53:07+00:00,"Add EIP-5539: Revocation List Registry (#5539)

* add Revocation List Registry to EIPS

Signed-off-by: Lauritz Leifermann <lauritz.leifermann@spherity.com>

* fix category & move definitions section to specification

Signed-off-by: Lauritz Leifermann <lauritz.leifermann@spherity.com>

* pull request review

Signed-off-by: Lauritz Leifermann <lauritz.leifermann@spherity.com>

* chore: add discussion link

* chore: reflect newest changes to functions, events, and fix link issue

* chore: fix links for nonce and signed hash

* chore: add signer addresses to signed methods

* chore: remove old batch event

* chore: missing comma

Signed-off-by: Lauritz Leifermann <lauritz.leifermann@spherity.com>
Co-authored-by: Dennis von der Bey <dennis@vonderbey.eu>
Co-authored-by: Philipp Bolte <philipp.bolte@spherity.com>
Co-authored-by: Philipp Bolte <philipp.bukkit@gmail.com>",2022-09-15 13:53:07+00:00,5539,Revocation List Registry,"Philipp Bolte, Lauritz Leifermann, Dennis von der Bey",Draft
eip-5553.md,"Add EIP-5553: Intellectual Property Representation with Royalties (#5553)

* ERC821

* wording

* discussions link

* fixes for EIP checks

* fix bot reeview changes

* fix validator checks

* typos

* typos

* Assign EIP-5553

* Update eip-5553.md

wording

* Update eip-5553.md

* Fix codespell errors

* * Added security considerations
* Rationale wording
* Link to EIP-5218
* Moved abstract functions to spec descriptions

* Reference implementation section

* shorten abstract

* fix link

* link fix

* Update EIPS/eip-5553.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-5553.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-5553.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-5553.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-5553.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-5553.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-5553.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-5553.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Fix wording

* Update EIPS/eip-5553.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* wording

* move rationale up

* Update EIPS/eip-5553.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-5553.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-5553.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-5553.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-5553.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* wording

* Update eip-5553.md

* Update eip-5553.md

* Update eip-5553.md

* Wording.

* Grammar fix in specification

* Code renames

SongRegistration -> MusicalIP
royaltyInterestTokens -> royaltyRightsTokens

* Fix grammar and spelling

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>",2022-09-01 12:33:08+00:00,"Update EIP-5553: Move to Review (#5613)

* wording ""intellectual property""

* change magicians link

* grammar

* ignore .vscode directory

* fix

* rename work to IP

* use ""portion"" instead of ""rights"" for tokens.

* Switch to Review

* back to Draft

* Move to Review (2nd try)

* Remove reference to EIP-5218

* SPDX Identifiers

* Grammar",2022-10-02 12:33:51+00:00,5553,Representing IP and its Royalty Structure,Roy Osherove,Review
eip-5554.md,"Add EIP-5554: NFT Legal Use, Sharing, Repurposing, and Remixing (#5554)

* initial draft

* discussion

* Fix most major issues

* Oops missed one

* Add some formatting fixes

* ci fixes

* Update EIPS/eip-5554.md

Co-authored-by: Yan Ji <iseriohn@users.noreply.github.com>

* Update EIPS/eip-5554.md

Co-authored-by: Yan Ji <iseriohn@users.noreply.github.com>

* Update EIPS/eip-5554.md

Co-authored-by: Yan Ji <iseriohn@users.noreply.github.com>

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>
Co-authored-by: Yan Ji <iseriohn@users.noreply.github.com>",2022-09-16 18:09:07+00:00,"Add EIP-5554: NFT Legal Use, Sharing, Repurposing, and Remixing (#5554)

* initial draft

* discussion

* Fix most major issues

* Oops missed one

* Add some formatting fixes

* ci fixes

* Update EIPS/eip-5554.md

Co-authored-by: Yan Ji <iseriohn@users.noreply.github.com>

* Update EIPS/eip-5554.md

Co-authored-by: Yan Ji <iseriohn@users.noreply.github.com>

* Update EIPS/eip-5554.md

Co-authored-by: Yan Ji <iseriohn@users.noreply.github.com>

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>
Co-authored-by: Yan Ji <iseriohn@users.noreply.github.com>",2022-09-16 18:09:07+00:00,5554,"NFT Legal Use, Repurposing, and Remixing","Isaac Patka, COALA Licensing Taskforce",Draft
eip-5559.md,"Add EIP-5559: Cross Chain Write Deferral Protocol (#5559)

* Added EIP: Cross Chain Write Deferral Protocol

* Fixes

* shortened description

* fixed links

* fixed EIP references

* assigned #5559

* fixed CI error

* Update eip-5559.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>",2022-08-31 19:08:37+00:00,Updating EIPS/eip-5559.md to status stagnant (#6723),2023-03-20 18:34:48+00:00,5559,Cross Chain Write Deferral Protocol,"Paul Gauvreau, Nick Johnson",Draft
eip-5560.md,"Add EIP-5560: Redeemable NFTs (#5560)

* add eip-draft_redeemable.md

* Assign EIP-5560 and fix preamble errors

* What the heck, GitHub?

* EIP-5560 Redeemable NFTs: fix ci errors

* Fix EIP usage

* Less is more

* fix description

- fix description
- add event in `IRedeemable` 
- fix typos

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>",2022-09-01 17:33:40+00:00,Updating EIPS/eip-5560.md to status stagnant (#6724),2023-03-20 18:34:22+00:00,5560,Redeemable NFTs,"Olivier Fernandez, Frédéric Le Coidic, Julien Béranger",Draft
eip-5564.md,"Add EIP-5564: Stealth Address Wallets (#5566)

* Create eip-5566.md

* Add files via upload

* Update magicians link

* Assign EIP-5564

* Fix initial issues

* Move to EIP-5564 directory

* Move to EIP-5564 directory

* Move to EIP-5564 directory

* Add sol code for crypto part

* clean code

* Describe addr gen in sol func

* Update backwards compatibility

* Update license to CC0-1.0

* Fix spelling mistakes

* Fix typos

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>",2022-09-05 12:05:42+00:00,"Update EIP-5564: add link to eip-6538

Merged by EIP-Bot.",2023-05-04 14:11:17+00:00,5564,Stealth Address Wallets,Anton Wahrstätter,Draft
eip-5568.md,"Add EIP-5568: Required Action Signals Using Revert Reasons (#5568)

* Create eip-signal.md

* Assign EIP-5568

* Add missing EIP number

* Add discussions-to link

* Expand specification

* Finish the signal response section

* Update title

* Expand abstract

* TIL how hygiene is actually spelt

Co-authored-by: Sam Wilson <57262657+SamWilsn@users.noreply.github.com>

* Add security considerations

* -0 to compliant but here it is anyways

Co-authored-by: xinbenlv <zzn-github@zzn.im>

* Use simpler format

* eip-5568: remove extraneous character

Co-authored-by: Sam Wilson <57262657+SamWilsn@users.noreply.github.com>
Co-authored-by: xinbenlv <zzn-github@zzn.im>
Co-authored-by: lightclient <14004106+lightclient@users.noreply.github.com>",2022-11-02 14:13:28+00:00,"Update EIPs: Use my real name in authors field (#6511)

* Update authorship info

* EIP-4834: EIP -> ERC

* EIP-5289: EIP -> ERC

* EIP-5380: EIP -> ERC

* EIP-5507: EIP -> ERC

* EIP-5568: EIP -> ERC

* EIP-5615: EIP -> ERC",2023-02-16 19:10:06+00:00,5568,Required Action Signals Using Revert Reasons,Pandapip1,Draft
eip-5570.md,"Add EIP-5570: Digital Receipt Non-Fungible Tokens (#5570)

* Create digital receipts ERC

* Fix EIP Walidator issues

* Update EIPS/eip-5570.md

Co-authored-by: Sam Wilson <57262657+SamWilsn@users.noreply.github.com>

* Update EIPS/eip-5570.md

Co-authored-by: Sam Wilson <57262657+SamWilsn@users.noreply.github.com>

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>
Co-authored-by: Sam Wilson <57262657+SamWilsn@users.noreply.github.com>",2022-09-16 21:21:54+00:00,"Update EIP-5570: Move to Final

Merged by EIP-Bot.",2023-05-30 14:59:29+00:00,5570,Digital Receipt Non-Fungible Tokens,Sean Darcy,Draft
eip-5573.md,"Add EIP-5573: SIWE ReCap Extension (#5573)

* fix: added a lot of sections

* fix: first stab EIP

* fix: added cel

* fix: some fixes

* fix: some fixes

* fix: formatting

* fix: some fixes

* fix: some formatting

* fix: fixed example

* fix: made spec more clear

* fix: editorial

* fix: editorial

* fix: editorial

* fix: editorial

* fix: editorial

* fix: editorial

* fix: editorial

* Update EIPS/eip-4361-1.md

Co-authored-by: Jacob <93085583+cobward@users.noreply.github.com>

* Update EIPS/eip-4361-1.md

Co-authored-by: Jacob <93085583+cobward@users.noreply.github.com>

* Update EIPS/eip-4361-1.md

Co-authored-by: Jacob <93085583+cobward@users.noreply.github.com>

* Update EIPS/eip-4361-1.md

Co-authored-by: Jacob <93085583+cobward@users.noreply.github.com>

* Update EIPS/eip-4361-1.md

Co-authored-by: Jacob <93085583+cobward@users.noreply.github.com>

* Update EIPS/eip-4361-1.md

Co-authored-by: Jacob <93085583+cobward@users.noreply.github.com>

* Update EIPS/eip-4361-1.md

Co-authored-by: Jacob <93085583+cobward@users.noreply.github.com>

* Update EIPS/eip-4361-1.md

Co-authored-by: Jacob <93085583+cobward@users.noreply.github.com>

* Update EIPS/eip-4361-1.md

Co-authored-by: Jacob <93085583+cobward@users.noreply.github.com>

* Update EIPS/eip-4361-1.md

Co-authored-by: Jacob <93085583+cobward@users.noreply.github.com>

* Update EIPS/eip-4361-1.md

Co-authored-by: Jacob <93085583+cobward@users.noreply.github.com>

* Update EIPS/eip-4361-1.md

Co-authored-by: Jacob <93085583+cobward@users.noreply.github.com>

* Update EIPS/eip-4361-1.md

Co-authored-by: Jacob <93085583+cobward@users.noreply.github.com>

* Update EIPS/eip-4361-1.md

Co-authored-by: Jacob <93085583+cobward@users.noreply.github.com>

* fix: removed registry

* fix: changed EIP number

* fix: adjusted description

* fix: restructured EIP

* fix: updated authors

* fix: fixed structure

* fix: fixed description

* Use three letter names for capgrok fields.

* fix: added eth magician forum URL

* fix: fixed template

* Add link to EIP-4361.

* Update EIPS/eip-4362.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-4362.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-4362.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-4362.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-4362.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-4362.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-4362.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-4362.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-4362.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-4362.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-4362.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* fix: changed title to be more descriptive

* Update EIPS/eip-4362.md

Co-authored-by: Sam Wilson <57262657+SamWilsn@users.noreply.github.com>

* Update EIPS/eip-4362.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-4362.md

Co-authored-by: Sam Wilson <57262657+SamWilsn@users.noreply.github.com>

* Update EIPS/eip-4362.md

Co-authored-by: Sam Wilson <57262657+SamWilsn@users.noreply.github.com>

* Update EIPS/eip-4362.md

Co-authored-by: Sam Wilson <57262657+SamWilsn@users.noreply.github.com>

* Update EIPS/eip-4362.md

Co-authored-by: Bumblefudge <jcaballero@centre.io>

* fix: moved rationale text to motivation

* fix: added CapGroks ref

* fix: removed URI requirement from URI since defined by EIP-4361

* fix: added intended

* fix: add base64url ref

* fix: added bumblefudges comments on nbf

* fix: changed filename to eip-5573.md

* fix: fixed title

* fix: renamed urn:capability into urn:ocap to save space

* fix: renamed capgrok to recap based on community feedback

* fix: changed urn:ocap to urn:recap based on community feedback

* Update EIPS/eip-5573.md

Co-authored-by: Jacob <jacob.ward@spruceid.com>

Co-authored-by: Oliver Terbu <oliver@awoie.local>
Co-authored-by: Jacob <93085583+cobward@users.noreply.github.com>
Co-authored-by: Jacob <jacobbward0@gmail.com>
Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>
Co-authored-by: Sam Wilson <57262657+SamWilsn@users.noreply.github.com>
Co-authored-by: Bumblefudge <jcaballero@centre.io>
Co-authored-by: Jacob <jacob.ward@spruceid.com>",2022-11-04 20:12:47+00:00,"Update EIP-5573: ERC-5573 update

Merged by EIP-Bot.",2023-05-09 09:55:07+00:00,5573,"Sign-In with Ethereum Capabilities, ReCaps","Oliver Terbu, Jacob Ward, Charles Lehner, Sam Gbafa, Wayne Chang",Draft
eip-5585.md,"Add EIP-5585: EIP-721 NFT Authorization (#5585)

* NFT authorization - ERC721 extension

* Update and rename eip-4966.md to eip-5585.md

* Update eip-5585.md

* Update eip-5585.md

* Update eip-5585.md

* Update eip-5585.md

* + Change CRLF to LF

* Update EIPS/eip-5585.md

* Update EIPS/eip-5585.md

* Update the author and discussion info

* Update the abstract info

* Delete the information

* Updated the description of this EIP

* Update contract interfaces and EIP-5585 content

* Update based on reviewer's suggestions

* Update some descriptions of this EIP.

* Update the sequences of the contract interfaces

* Update some Typos

* Update the EIP-721 reference Link

* Update based on the reviewer's suggestions

* Update the author info

* Update the author info

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>",2022-10-19 13:44:29+00:00,"Update EIP-5585: Remove staking functions and move to Review (#6463)

* Update eip-5585.md
Remove staking functions and change the EIP status to Review.

* Update eip-5585.md
fix unclear description,
change 'EIP' to 'ERC'",2023-02-23 19:22:42+00:00,5585,EIP-721 NFT Authorization,"Veega Labs, Sean NG, Tiger, Fred, Fov Cao",Draft
eip-5593.md,"Add EIP-5593: Restrict Web3 Provider Object API Injection (#5593)

* add Restrict Web3 Provider Object API Injection

* rename to EIP using PR number

* add required EIP 1193

* Update EIPS/eip-5593.md

Co-authored-by: xinbenlv <zzn@zzn.im>

* Update EIPS/eip-5593.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-5593.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-5593.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-5593.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Delete duplicate file

* Create W3 license

* Create Media Capture and Streams.pdf

* That failed

* add optional allow attribute usage for 3P iframes

* update normative restrictions for provider objects

* update test cases with better descriptions

* update link to normative definition of potentially trustworthy origin

* address subdomain test case

* update abstract and motivation for readability and to cite a specific attack

* modify normative statement about private tab usage

* rename EIP to better reference EIP-1193 terminology

* update links to use anchor links

* add @thypon as an author who contributed to intial review and implementation

* edit language to clarify when to inject ETH Provider

* update links to use markdown reference links

* update 3p suborigin iframe case to accurately reflect implementation

* remove optional test cases

* add privacy considerations section

* editorial update about configuring potentially trustworthy origins

* rename 3P to third-party

* change CAIP to EIP text

* remove external links

* add authors note about linking issue

* add links to Github PRs about reference implementations

* editorial updates

Co-authored-by: Sam Wilson <57262657+SamWilsn@users.noreply.github.com>

* address dictator eipw bot's commands

* remove assets folder for EIP-5593

* Move privacy considerations to subheading of security considerations, and move author's note to subheading of abstract

* Oops, fix order

* Fix false positive

* remove reference implementation links

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

Co-authored-by: xinbenlv <zzn@zzn.im>
Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>
Co-authored-by: Sam Wilson <57262657+SamWilsn@users.noreply.github.com>",2022-11-14 01:17:49+00:00,"Add EIP-5593: Restrict Web3 Provider Object API Injection (#5593)

* add Restrict Web3 Provider Object API Injection

* rename to EIP using PR number

* add required EIP 1193

* Update EIPS/eip-5593.md

Co-authored-by: xinbenlv <zzn@zzn.im>

* Update EIPS/eip-5593.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-5593.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-5593.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-5593.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Delete duplicate file

* Create W3 license

* Create Media Capture and Streams.pdf

* That failed

* add optional allow attribute usage for 3P iframes

* update normative restrictions for provider objects

* update test cases with better descriptions

* update link to normative definition of potentially trustworthy origin

* address subdomain test case

* update abstract and motivation for readability and to cite a specific attack

* modify normative statement about private tab usage

* rename EIP to better reference EIP-1193 terminology

* update links to use anchor links

* add @thypon as an author who contributed to intial review and implementation

* edit language to clarify when to inject ETH Provider

* update links to use markdown reference links

* update 3p suborigin iframe case to accurately reflect implementation

* remove optional test cases

* add privacy considerations section

* editorial update about configuring potentially trustworthy origins

* rename 3P to third-party

* change CAIP to EIP text

* remove external links

* add authors note about linking issue

* add links to Github PRs about reference implementations

* editorial updates

Co-authored-by: Sam Wilson <57262657+SamWilsn@users.noreply.github.com>

* address dictator eipw bot's commands

* remove assets folder for EIP-5593

* Move privacy considerations to subheading of security considerations, and move author's note to subheading of abstract

* Oops, fix order

* Fix false positive

* remove reference implementation links

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

Co-authored-by: xinbenlv <zzn@zzn.im>
Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>
Co-authored-by: Sam Wilson <57262657+SamWilsn@users.noreply.github.com>",2022-11-14 01:17:49+00:00,5593,Restrict Ethereum Provider API Injection,"Yan Zhu, Brian R. Bondy, Andrea Brancaleoni, Kyle Den Hartog",Draft
eip-5604.md,"Add EIP-5604: NFT Lien (#5604)

* Start a new EIP

* Assign number

* Start a draft

* Add discussion list

* Update EIPS/eip-5604.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-5604.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-5604.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-5604.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-5604.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-5604.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-5604.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Add comments.

* Add 165 to requies.

* Add space

* Format

* Format

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>",2022-09-06 17:27:34+00:00,Update eip-5604.md (#6342),2023-01-18 04:30:22+00:00,5604,NFT Lien,"Allen Zhou, Alex Qin, Zainan Victor Zhou",Draft
eip-5606.md,"Add EIP-5606: Multiverse NFTs (#5606)

* Create eip-proxy-nfts.md

* Updated the template

* Fixed the markdown

* Fixed the date format

* Update eip-5606.md

* Replaced ERC with EIP

* Merged the contracts, changed the license

* Changed the directory structure

* Updated the implementation contract link

* Fixed typo in the markdown

* Implemented the suggestions from the EIP editor

* Update eip-5606.md

* Delete .DS_Store

* Updated the abstract to remove the redundancies

* Removed DS_Store

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>",2022-09-27 12:54:14+00:00,"Update ERC-5606: Move to Final (#6695)

* Update EIP-5606: Moving to Last Call

* Update EIP-5606: Added Last Call Deadline

* Update EIP-5606: Fixed a typo

* Update EIPS/eip-5606.md

* Moving to the Final Status

* Update eip-5606.md

---------

Co-authored-by: Sam Wilson <57262657+SamWilsn@users.noreply.github.com>",2023-03-17 14:29:47+00:00,5606,Multiverse NFTs,"Gaurang Torvekar, Khemraj Adhawade, Nikhil Asrani",Review
eip-5615.md,"Add EIP-5615: EIP-1155 Supply Extension (#5615)

* Add EIP-XXXX: EIP-1155 Supply Extension

* Self-assign EIP 5615

* Update with Ethereum Magicians link

* Update description",2022-09-16 21:32:19+00:00,"Update EIP-5615: Move to Final

Merged by EIP-Bot.",2023-05-16 14:55:19+00:00,5615,EIP-1155 Supply Extension,Pandapip1,Review
eip-5625.md,"Add EIP-5625: NFT Metadata JSON Schema dStorage Extension (#5625)

* Add EIP-XXXX: NFT Metadata JSON Schema dStorage Extension

* Assign EIP-5625

* Fix CI errors

* Update EIPS/eip-5625.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-5625.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-5625.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-5625.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-5625.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Fix grammar issues of the Motivation section

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>",2022-09-16 15:54:19+00:00,Update EIP-5625: Move to Review (#6395),2023-02-08 21:41:32+00:00,5625,NFT Metadata JSON Schema dStorage Extension,Gavin Fu,Draft
eip-5630.md,"Add EIP-5630: Encryption and Decryption (#5630)

* first commit for encryption

* add category

* add EIP number

* try to remove all (non-relative) links

* more attempts to comply with scan

* more adjustments.

* make links verbatim; try to satisfy HTML Proofer

* create ethereum magicians page

* remove offending links

* another attempt at HTML proofer

* some kind of bug with HTML proofer

trying again

* minor stuff

* just remove the two references

can't figure out how to satisfy HTML proofer

* rename file to match PR number

* also adjust table

* Update eip-5630.md

* remove spurious parenthesis

* grammar

* a few more grammar changes post-edits

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>",2022-09-16 15:55:51+00:00,more minor changes to 5630 (#6298),2023-01-08 17:35:02+00:00,5630,New approach for encryption / decryption,"Firn Protocol, Fried L. Trout",Draft
eip-5633.md,"Add EIP-5633: Composable Soulbound NFT, EIP-1155 Extension (#5633)

* eip draft

* add assets

* Rename ComposableSoulboundNFTDemo.js to test.js

* Rename ComposableSoulboundNFTDemo.sol to Demo.sol

* Delete eip-draft-composable-soulbound-nft.md

* eip draft

* add discussions-to

* Assign EIP-5633

* Update eip-5633.md

necessary adjustments after assigning the number

* necessary adjustments after assigning the number

* necessary adjustments after assigning the number

* fix asset link error

* fix EIP Walidator error

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>",2022-09-15 13:56:58+00:00,Updating EIPS/eip-5633.md to status stagnant (#6725),2023-03-20 18:33:43+00:00,5633,"Composable Soulbound NFT, EIP-1155 Extension",HonorLabs,Draft
eip-5635.md,"Add EIP-5635: NFT Licensing Agreement Standard (#5635)

* draft EIP-56xx NFT Licensing Agreement Standard

* draft EIP-5635: NFT Licensing Agreement Standard

* draft EIP-5635: NFT Licensing Agreement Standard

* update eip-5635.md by EIP Walidator

* update eip-5635.md by EIP Walidator

* Update to better follow current EIP requirements

* update eip-5635.md by EIP Walidator to better follow current EIP requirements.

* simply Rationale section

* update authors

* Fixed eipw check error

* fix eipw

* Fix typos

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>
Co-authored-by: 0xTriple7 <devysq@gmail.com>",2022-09-14 16:01:57+00:00,"Add EIP-5635: NFT Licensing Agreement Standard (#5635)

* draft EIP-56xx NFT Licensing Agreement Standard

* draft EIP-5635: NFT Licensing Agreement Standard

* draft EIP-5635: NFT Licensing Agreement Standard

* update eip-5635.md by EIP Walidator

* update eip-5635.md by EIP Walidator

* Update to better follow current EIP requirements

* update eip-5635.md by EIP Walidator to better follow current EIP requirements.

* simply Rationale section

* update authors

* Fixed eipw check error

* fix eipw

* Fix typos

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>
Co-authored-by: 0xTriple7 <devysq@gmail.com>",2022-09-14 16:01:57+00:00,5635,NFT Licensing Agreements,"Timi, 0xTriple7",Draft
eip-5639.md,"Add EIP-5639: Delegation Registry (#5639)

* eip5565: Delegation Registry

* fix validator errors

* remove section

* update eip number

* update interface

* add reference implementation for eip-5639

* Update assets/eip-5639/DelegationRegistry.sol

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update assets/eip-5639/IDelegationRegistry.sol

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-5639.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update assets/eip-5639/DelegationRegistry.sol

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-5639.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-5639.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-5639.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update assets/eip-5639/IDelegationRegistry.sol

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>",2022-09-16 18:10:38+00:00,"Update EIP-5639: Add missing forward slash

Merged by EIP-Bot.",2023-04-27 16:06:45+00:00,5639,Delegation Registry,"foobar, Wilkins Chung, ryley-o, Jake Rockland, andy8052",Draft
eip-5643.md,"Add EIP-5643: Subscription NFTs (#5643)

* Add eip file

* add discussion url

* Update created date

* Fix title

* Add description

* Update

* Adjust

* Fix typo

* Update EIPS/eip-5643.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>",2022-09-10 21:35:44+00:00,Final typo in EIP-5643 (#5776),2022-10-11 07:01:53+00:00,5643,Subscription NFTs,cygaar,Review
